bank_code,bank_name,branch_code,branch_name,full_name,county_code,county_name
07,NCBA Bank Kenya Plc,07 027,Kisumu,"NCBA Bank Kenya Plc, Kisumu",42,Kisumu
07,NCBA Bank Kenya Plc,07 028,Thika,"NCBA Bank Kenya Plc, Thika",22,Kiambu
07,NCBA Bank Kenya Plc,07 029,Nanyuki,"NCBA Bank Kenya Plc, Nanyuki",31,Laikipia
07,NCBA Bank Kenya Plc,07 030,Yaya Centre,"NCBA Bank Kenya Plc, Yaya Centre",47,Nairobi County
07,NCBA Bank Kenya Plc,07 031,Lavington,"NCBA Bank Kenya Plc, Lavington",47,Nairobi County
07,NCBA Bank Kenya Plc,07 032,Machakos,"NCBA Bank Kenya Plc, Machakos",16,Machakos
07,NCBA Bank Kenya Plc,07 016,Galleria Mall,"NCBA Bank Kenya Plc, Galleria Mall",47,Nairobi County
07,NCBA Bank Kenya Plc,07 017,Junction,"NCBA Bank Kenya Plc, Junction",47,Nairobi County
07,NCBA Bank Kenya Plc,07 018,Thika Road Mall,"NCBA Bank Kenya Plc, Thika Road Mall",47,Nairobi County
07,NCBA Bank Kenya Plc,07 019,Greenspan Mall,"NCBA Bank Kenya Plc, Greenspan Mall",47,Nairobi County
07,NCBA Bank Kenya Plc,07 020,Moi Avenue Mombasa,"NCBA Bank Kenya Plc, Moi Avenue Mombasa",01,Mombasa
07,NCBA Bank Kenya Plc,07 021,Meru,"NCBA Bank Kenya Plc, Meru",12,Meru
07,NCBA Bank Kenya Plc,07 022,Nakuru,"NCBA Bank Kenya Plc, Nakuru",32,Nakuru
07,NCBA Bank Kenya Plc,07 023,Nyali,"NCBA Bank Kenya Plc, Nyali",01,Mombasa
07,NCBA Bank Kenya Plc,07 024,Diani,"NCBA Bank Kenya Plc, Diani",02,Kwale
07,NCBA Bank Kenya Plc,07 025,Changamwe,"NCBA Bank Kenya Plc, Changamwe",01,Mombasa
07,NCBA Bank Kenya Plc,07 209,Mwembe Tayari,"NCBA Bank Kenya Plc, Mwembe Tayari",01,Mombasa
07,NCBA Bank Kenya Plc,07 208,Ruiru Eastern Bypass,"NCBA Bank Kenya Plc, Ruiru Eastern Bypass",22,Kiambu
07,NCBA Bank Kenya Plc,07 206,Nyeri,"NCBA Bank Kenya Plc, Nyeri",19,Nyeri
07,NCBA Bank Kenya Plc,07 207,Karatina,"NCBA Bank Kenya Plc, Karatina",19,Nyeri
07,NCBA Bank Kenya Plc,07 210,Kakamega,"NCBA Bank Kenya Plc, Kakamega",37,Kakamega
07,NCBA Bank Kenya Plc,07 033,River Road,"NCBA Bank Kenya Plc, River Road",47,Nairobi County
07,NCBA Bank Kenya Plc,07 034,Karen Hub,"NCBA Bank Kenya Plc, Karen Hub",47,Nairobi County
07,NCBA Bank Kenya Plc,07 211,Kericho,"NCBA Bank Kenya Plc, Kericho",35,Kericho
07,NCBA Bank Kenya Plc,07 213,Bungoma,"NCBA Bank Kenya Plc, Bungoma",39,Bungoma
07,NCBA Bank Kenya Plc,07 212,Embu,"NCBA Bank Kenya Plc, Embu",14,Embu
07,NCBA Bank Kenya Plc,07 216,Gikomba,"NCBA Bank Kenya Plc, Gikomba",47,Nairobi County
07,NCBA Bank Kenya Plc,07 214,Ngong,"NCBA Bank Kenya Plc, Ngong",34,Kajiado
07,NCBA Bank Kenya Plc,07 215,Kiambu,"NCBA Bank Kenya Plc, Kiambu",22,Kiambu
07,NCBA Bank Kenya Plc,07 217,Naivasha,"NCBA Bank Kenya Plc, Naivasha",32,Nakuru
07,NCBA Bank Kenya Plc,07 035,Garden City,"NCBA Bank Kenya Plc, Garden City",47,Nairobi County
07,NCBA Bank Kenya Plc,07 036,Two Rivers Mall,"NCBA Bank Kenya Plc, Two Rivers Mall",22,Kiambu
07,NCBA Bank Kenya Plc,07 101,City Centre,"NCBA Bank Kenya Plc, City Centre",47,Nairobi County
07,NCBA Bank Kenya Plc,07 102,NIC House,"NCBA Bank Kenya Plc, NIC House",47,Nairobi County
07,NCBA Bank Kenya Plc,07 103,Harbour House,"NCBA Bank Kenya Plc, Harbour House",01,Mombasa
07,NCBA Bank Kenya Plc,07 105,"The Mall Branch, Westlands","NCBA Bank Kenya Plc, The Mall Branch, Westlands",47,Nairobi County
07,NCBA Bank Kenya Plc,07 106,The Junction Br.,"NCBA Bank Kenya Plc, The Junction Br.",47,Nairobi County
07,NCBA Bank Kenya Plc,07 107,Nakuru Tower One Branch,"NCBA Bank Kenya Plc, Nakuru Tower One Branch",47,Nairobi County
07,NCBA Bank Kenya Plc,07 110,Harambee,"NCBA Bank Kenya Plc, Harambee",47,Nairobi County
07,NCBA Bank Kenya Plc,07 111,Prestige-Ngong Road,"NCBA Bank Kenya Plc, Prestige-Ngong Road",47,Nairobi County
07,NCBA Bank Kenya Plc,07 112,One Kentons Square Branch,"NCBA Bank Kenya Plc, One Kentons Square Branch",42,Kisumu
07,NCBA Bank Kenya Plc,07 113,Thika,"NCBA Bank Kenya Plc, Thika",22,Kiambu
07,NCBA Bank Kenya Plc,07 114,Meru,"NCBA Bank Kenya Plc, Meru",12,Meru
07,NCBA Bank Kenya Plc,07 118,Sameer Park,"NCBA Bank Kenya Plc, Sameer Park",47,Nairobi County
07,NCBA Bank Kenya Plc,07 119,Karen,"NCBA Bank Kenya Plc, Karen",47,Nairobi County
07,NCBA Bank Kenya Plc,07 121,Taj Mall,"NCBA Bank Kenya Plc, Taj Mall",47,Nairobi County
07,NCBA Bank Kenya Plc,07 122,ABC,"NCBA Bank Kenya Plc, ABC",47,Nairobi County
07,NCBA Bank Kenya Plc,07 123,Thika Road Mall,"NCBA Bank Kenya Plc, Thika Road Mall",47,Nairobi County
07,NCBA Bank Kenya Plc,07 124,Changamwe Branch,"NCBA Bank Kenya Plc, Changamwe Branch",01,Mombasa
07,NCBA Bank Kenya Plc,07 125,Kenyatta Avenue,"NCBA Bank Kenya Plc, Kenyatta Avenue",47,Nairobi County
07,NCBA Bank Kenya Plc,07 126,Riverside,"NCBA Bank Kenya Plc, Riverside",47,Nairobi County
07,NCBA Bank Kenya Plc,07 127,Machakos,"NCBA Bank Kenya Plc, Machakos",16,Machakos
07,NCBA Bank Kenya Plc,07 128,Lunga Lunga Square,"NCBA Bank Kenya Plc, Lunga Lunga Square",47,Nairobi County
07,NCBA Bank Kenya Plc,07 129,Kilimani,"NCBA Bank Kenya Plc, Kilimani",47,Nairobi County
07,NCBA Bank Kenya Plc,07 130,Kitengela,"NCBA Bank Kenya Plc, Kitengela",34,Kajiado
07,NCBA Bank Kenya Plc,07 146,Kilifi,"NCBA Bank Kenya Plc, Kilifi",03,Kilifi
07,NCBA Bank Kenya Plc,07 147,Watamu,"NCBA Bank Kenya Plc, Watamu",03,Kilifi
07,NCBA Bank Kenya Plc,07 148,Ukunda Branch,"NCBA Bank Kenya Plc, Ukunda Branch",02,Kwale
07,NCBA Bank Kenya Plc,07 149,Kitale,"NCBA Bank Kenya Plc, Kitale",26,Trans-Nzoia
07,NCBA Bank Kenya Plc,07 200,Narok Branch,"NCBA Bank Kenya Plc, Narok Branch",33,Narok
07,NCBA Bank Kenya Plc,07 201,Lavington Branch,"NCBA Bank Kenya Plc, Lavington Branch",47,Nairobi County
07,NCBA Bank Kenya Plc,07 500,Head Office,"NCBA Bank Kenya Plc, Head Office",47,Nairobi County
07,NCBA Bank Kenya Plc,07 501,Head Office,"NCBA Bank Kenya Plc, Head Office",47,Nairobi County
07,NCBA Bank Kenya Plc,07 502,Head Office,"NCBA Bank Kenya Plc, Head Office",47,Nairobi County
07,NCBA Bank Kenya Plc,07 503,Head Office,"NCBA Bank Kenya Plc, Head Office",47,Nairobi County
07,NCBA Bank Kenya Plc,07 600,Head Office,"NCBA Bank Kenya Plc, Head Office",47,Nairobi County
09,Central Bank Of Kenya,09 006,Nakuru Centre,"Central Bank Of Kenya, Nakuru Centre",32,Nakuru
09,Central Bank Of Kenya,09 000,Head Office,"Central Bank Of Kenya, Head Office",47,Nairobi County
09,Central Bank Of Kenya,09 001,Head Office,"Central Bank Of Kenya, Head Office",47,Nairobi County
09,Central Bank Of Kenya,09 008,Kisii Centre,"Central Bank Of Kenya, Kisii Centre",45,Kisii
09,Central Bank Of Kenya,09 003,Kisumu,"Central Bank Of Kenya, Kisumu",42,Kisumu
09,Central Bank Of Kenya,09 004,Eldoret,"Central Bank Of Kenya, Eldoret",27,Uasin Gishu
09,Central Bank Of Kenya,09 002,Mombasa,"Central Bank Of Kenya, Mombasa",01,Mombasa
10,Prime Bank Limited,10 025,Village Market,"Prime Bank Limited, Village Market",47,Nairobi County
10,Prime Bank Limited,10 026,Kitale,"Prime Bank Limited, Kitale",26,Trans-Nzoia
10,Prime Bank Limited,10 027,Baba Dogo,"Prime Bank Limited, Baba Dogo",47,Nairobi County
10,Prime Bank Limited,10 019,Thika,"Prime Bank Limited, Thika",22,Kiambu
10,Prime Bank Limited,10 020,Garden City,"Prime Bank Limited, Garden City",47,Nairobi County
10,Prime Bank Limited,10 021,Two Rivers,"Prime Bank Limited, Two Rivers",47,Nairobi County
10,Prime Bank Limited,10 023,Meru,"Prime Bank Limited, Meru",12,Meru
10,Prime Bank Limited,10 024,Lavington Branch,"Prime Bank Limited, Lavington Branch",47,Nairobi County
10,Prime Bank Limited,10 022,UAP Towers,"Prime Bank Limited, UAP Towers",47,Nairobi County
10,Prime Bank Limited,10 000,H/o Riverside,"Prime Bank Limited, H/o Riverside",47,Nairobi County
10,Prime Bank Limited,10 001,Kenindia,"Prime Bank Limited, Kenindia",47,Nairobi County
10,Prime Bank Limited,10 002,Biashara,"Prime Bank Limited, Biashara",47,Nairobi County
10,Prime Bank Limited,10 003,Mombasa,"Prime Bank Limited, Mombasa",01,Mombasa
10,Prime Bank Limited,10 004,Westlands,"Prime Bank Limited, Westlands",47,Nairobi County
10,Prime Bank Limited,10 005,Industrial Area,"Prime Bank Limited, Industrial Area",47,Nairobi County
10,Prime Bank Limited,10 006,Kisumu,"Prime Bank Limited, Kisumu",42,Kisumu
10,Prime Bank Limited,10 007,Parklands,"Prime Bank Limited, Parklands",47,Nairobi County
10,Prime Bank Limited,10 008,Riverside Drive,"Prime Bank Limited, Riverside Drive",47,Nairobi County
10,Prime Bank Limited,10 009,Card Centre,"Prime Bank Limited, Card Centre",47,Nairobi County
10,Prime Bank Limited,10 010,Hurlingham,"Prime Bank Limited, Hurlingham",47,Nairobi County
10,Prime Bank Limited,10 011,Capital Centre,"Prime Bank Limited, Capital Centre",47,Nairobi County
10,Prime Bank Limited,10 012,Nyali,"Prime Bank Limited, Nyali",01,Mombasa
10,Prime Bank Limited,10 014,Kamukunji,"Prime Bank Limited, Kamukunji",47,Nairobi County
10,Prime Bank Limited,10 015,Eldoret,"Prime Bank Limited, Eldoret",27,Uasin Gishu
10,Prime Bank Limited,10 016,Karen,"Prime Bank Limited, Karen",47,Nairobi County
10,Prime Bank Limited,10 017,Nakuru,"Prime Bank Limited, Nakuru",32,Nakuru
11,Co-operative Bank of Kenya Limited,11 083,Keroka,"Co-operative Bank of Kenya Limited, Keroka",46,Nyamira
11,Co-operative Bank of Kenya Limited,11 084,Gilgil,"Co-operative Bank of Kenya Limited, Gilgil",32,Nakuru
11,Co-operative Bank of Kenya Limited,11 085,Tom Mboya,"Co-operative Bank of Kenya Limited, Tom Mboya",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 086,Likoni,"Co-operative Bank of Kenya Limited, Likoni",01,Mombasa
11,Co-operative Bank of Kenya Limited,11 087,Donholm,"Co-operative Bank of Kenya Limited, Donholm",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 088,Mwingi,"Co-operative Bank of Kenya Limited, Mwingi",15,Kitui
11,Co-operative Bank of Kenya Limited,11 089,Ruaka,"Co-operative Bank of Kenya Limited, Ruaka",22,Kiambu
11,Co-operative Bank of Kenya Limited,11 090,Webuye,"Co-operative Bank of Kenya Limited, Webuye",39,Bungoma
11,Co-operative Bank of Kenya Limited,11 094,Sacco Clearing Unit,"Co-operative Bank of Kenya Limited, Sacco Clearing Unit",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 097,Clearing Centre,"Co-operative Bank of Kenya Limited, Clearing Centre",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 100,Ndhiwa,"Co-operative Bank of Kenya Limited, Ndhiwa",43,Homa Bay
11,Co-operative Bank of Kenya Limited,11 101,Oyugis,"Co-operative Bank of Kenya Limited, Oyugis",43,Homa Bay
11,Co-operative Bank of Kenya Limited,11 102,Isiolo,"Co-operative Bank of Kenya Limited, Isiolo",11,Isiolo
11,Co-operative Bank of Kenya Limited,11 103,Uganda Road Eldoret,"Co-operative Bank of Kenya Limited, Uganda Road Eldoret",27,Uasin Gishu
11,Co-operative Bank of Kenya Limited,11 104,Changamwe,"Co-operative Bank of Kenya Limited, Changamwe",01,Mombasa
11,Co-operative Bank of Kenya Limited,11 105,Kondele,"Co-operative Bank of Kenya Limited, Kondele",42,Kisumu
11,Co-operative Bank of Kenya Limited,11 106,Githurai Kimbo,"Co-operative Bank of Kenya Limited, Githurai Kimbo",22,Kiambu
11,Co-operative Bank of Kenya Limited,11 107,Mlolongo,"Co-operative Bank of Kenya Limited, Mlolongo",16,Machakos
11,Co-operative Bank of Kenya Limited,11 108,Kilifi,"Co-operative Bank of Kenya Limited, Kilifi",03,Kilifi
11,Co-operative Bank of Kenya Limited,11 109,Ol Kalau,"Co-operative Bank of Kenya Limited, Ol Kalau",18,Nyandarua
11,Co-operative Bank of Kenya Limited,11 110,Mbale,"Co-operative Bank of Kenya Limited, Mbale",38,Vihiga
11,Co-operative Bank of Kenya Limited,11 111,Kimilili,"Co-operative Bank of Kenya Limited, Kimilili",39,Bungoma
11,Co-operative Bank of Kenya Limited,11 035,Stima Plaza,"Co-operative Bank of Kenya Limited, Stima Plaza",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 170,Kamulu Branch,"Co-operative Bank of Kenya Limited, Kamulu Branch",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 156,Ridgeways Mall,"Co-operative Bank of Kenya Limited, Ridgeways Mall",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 157,Two Rivers Mall,"Co-operative Bank of Kenya Limited, Two Rivers Mall",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 158,JKIA,"Co-operative Bank of Kenya Limited, JKIA",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 154,Gikomba Area 42,"Co-operative Bank of Kenya Limited, Gikomba Area 42",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 166,Kapenguria Sub - Branch,"Co-operative Bank of Kenya Limited, Kapenguria Sub - Branch",24,West Pokot
11,Co-operative Bank of Kenya Limited,11 162,Litein,"Co-operative Bank of Kenya Limited, Litein",35,Kericho
11,Co-operative Bank of Kenya Limited,11 161,Kilimani,"Co-operative Bank of Kenya Limited, Kilimani",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 159,Emali,"Co-operative Bank of Kenya Limited, Emali",17,Makueni
11,Co-operative Bank of Kenya Limited,11 163,Thika Makongeni,"Co-operative Bank of Kenya Limited, Thika Makongeni",22,Kiambu
11,Co-operative Bank of Kenya Limited,11 160,Kangema,"Co-operative Bank of Kenya Limited, Kangema",21,Murang'a
11,Co-operative Bank of Kenya Limited,11 155,Utawala,"Co-operative Bank of Kenya Limited, Utawala",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 020,Eastleigh,"Co-operative Bank of Kenya Limited, Eastleigh",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 021,Kiambu,"Co-operative Bank of Kenya Limited, Kiambu",22,Kiambu
11,Co-operative Bank of Kenya Limited,11 022,Homa Bay,"Co-operative Bank of Kenya Limited, Homa Bay",43,Homa Bay
11,Co-operative Bank of Kenya Limited,11 023,Embu,"Co-operative Bank of Kenya Limited, Embu",14,Embu
11,Co-operative Bank of Kenya Limited,11 024,Kericho,"Co-operative Bank of Kenya Limited, Kericho",35,Kericho
11,Co-operative Bank of Kenya Limited,11 025,Bungoma,"Co-operative Bank of Kenya Limited, Bungoma",39,Bungoma
11,Co-operative Bank of Kenya Limited,11 026,Muranga,"Co-operative Bank of Kenya Limited, Muranga",21,Murang'a
11,Co-operative Bank of Kenya Limited,11 027,Kayole,"Co-operative Bank of Kenya Limited, Kayole",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 028,Karatina,"Co-operative Bank of Kenya Limited, Karatina",19,Nyeri
11,Co-operative Bank of Kenya Limited,11 029,Ukunda,"Co-operative Bank of Kenya Limited, Ukunda",02,Kwale
11,Co-operative Bank of Kenya Limited,11 030,Mtwapa,"Co-operative Bank of Kenya Limited, Mtwapa",03,Kilifi
11,Co-operative Bank of Kenya Limited,11 031,University Way,"Co-operative Bank of Kenya Limited, University Way",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 032,Buru Buru,"Co-operative Bank of Kenya Limited, Buru Buru",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 033,Athi River,"Co-operative Bank of Kenya Limited, Athi River",16,Machakos
11,Co-operative Bank of Kenya Limited,11 034,Mumias,"Co-operative Bank of Kenya Limited, Mumias",37,Kakamega
11,Co-operative Bank of Kenya Limited,11 038,Ongata Rongai,"Co-operative Bank of Kenya Limited, Ongata Rongai",34,Kajiado
11,Co-operative Bank of Kenya Limited,11 039,Thika,"Co-operative Bank of Kenya Limited, Thika",22,Kiambu
11,Co-operative Bank of Kenya Limited,11 040,Nacico,"Co-operative Bank of Kenya Limited, Nacico",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 041,Kariobangi,"Co-operative Bank of Kenya Limited, Kariobangi",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 042,Kawangware,"Co-operative Bank of Kenya Limited, Kawangware",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 043,Makutano,"Co-operative Bank of Kenya Limited, Makutano",12,Meru
11,Co-operative Bank of Kenya Limited,11 044,Parliament road,"Co-operative Bank of Kenya Limited, Parliament road",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 045,Kimathi Street,"Co-operative Bank of Kenya Limited, Kimathi Street",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 046,Kitale,"Co-operative Bank of Kenya Limited, Kitale",26,Trans-Nzoia
11,Co-operative Bank of Kenya Limited,11 047,Githurai,"Co-operative Bank of Kenya Limited, Githurai",22,Kiambu
11,Co-operative Bank of Kenya Limited,11 048,Maua,"Co-operative Bank of Kenya Limited, Maua",12,Meru
11,Co-operative Bank of Kenya Limited,11 049,City Hall,"Co-operative Bank of Kenya Limited, City Hall",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 050,Digo Rd,"Co-operative Bank of Kenya Limited, Digo Rd",01,Mombasa
11,Co-operative Bank of Kenya Limited,11 051,Nbc,"Co-operative Bank of Kenya Limited, Nbc",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 228,Shares Operations,"Co-operative Bank of Kenya Limited, Shares Operations",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 247,Back Office Operations,"Co-operative Bank of Kenya Limited, Back Office Operations",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 250,E- Channels Unit,"Co-operative Bank of Kenya Limited, E- Channels Unit",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 254,Diaspora Banking,"Co-operative Bank of Kenya Limited, Diaspora Banking",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 266,Kilindini Port,"Co-operative Bank of Kenya Limited, Kilindini Port",01,Mombasa
11,Co-operative Bank of Kenya Limited,11 270,Money Transfers Agency,"Co-operative Bank of Kenya Limited, Money Transfers Agency",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 052,Kakamega,"Co-operative Bank of Kenya Limited, Kakamega",37,Kakamega
11,Co-operative Bank of Kenya Limited,11 053,Migori,"Co-operative Bank of Kenya Limited, Migori",44,Migori
11,Co-operative Bank of Kenya Limited,11 054,Kenyatta Avenue,"Co-operative Bank of Kenya Limited, Kenyatta Avenue",01,Mombasa
11,Co-operative Bank of Kenya Limited,11 055,Nkubu,"Co-operative Bank of Kenya Limited, Nkubu",12,Meru
11,Co-operative Bank of Kenya Limited,11 056,Enterprise Road,"Co-operative Bank of Kenya Limited, Enterprise Road",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 057,Busia,"Co-operative Bank of Kenya Limited, Busia",40,Busia
11,Co-operative Bank of Kenya Limited,11 058,Siaya,"Co-operative Bank of Kenya Limited, Siaya",41,Siaya
11,Co-operative Bank of Kenya Limited,11 059,Voi,"Co-operative Bank of Kenya Limited, Voi",06,Taita Taveta
11,Co-operative Bank of Kenya Limited,11 060,Mariakani,"Co-operative Bank of Kenya Limited, Mariakani",03,Kilifi
11,Co-operative Bank of Kenya Limited,11 061,Malindi,"Co-operative Bank of Kenya Limited, Malindi",03,Kilifi
11,Co-operative Bank of Kenya Limited,11 128,Marsabit,"Co-operative Bank of Kenya Limited, Marsabit",10,Marsabit
11,Co-operative Bank of Kenya Limited,11 130,Dagoretti,"Co-operative Bank of Kenya Limited, Dagoretti",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 131,Othaya,"Co-operative Bank of Kenya Limited, Othaya",19,Nyeri
11,Co-operative Bank of Kenya Limited,11 132,Limuru,"Co-operative Bank of Kenya Limited, Limuru",22,Kiambu
11,Co-operative Bank of Kenya Limited,11 133,Kikuyu,"Co-operative Bank of Kenya Limited, Kikuyu",22,Kiambu
11,Co-operative Bank of Kenya Limited,11 134,Githunguri,"Co-operative Bank of Kenya Limited, Githunguri",22,Kiambu
11,Co-operative Bank of Kenya Limited,11 135,Karen,"Co-operative Bank of Kenya Limited, Karen",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 136,Mpeketoni,"Co-operative Bank of Kenya Limited, Mpeketoni",05,Lamu
11,Co-operative Bank of Kenya Limited,11 000,Head Office,"Co-operative Bank of Kenya Limited, Head Office",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 001,Finance And Accounts,"Co-operative Bank of Kenya Limited, Finance And Accounts",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 002,Co-op House,"Co-operative Bank of Kenya Limited, Co-op House",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 003,Kisumu,"Co-operative Bank of Kenya Limited, Kisumu",42,Kisumu
11,Co-operative Bank of Kenya Limited,11 004,Nkurumah Road,"Co-operative Bank of Kenya Limited, Nkurumah Road",01,Mombasa
11,Co-operative Bank of Kenya Limited,11 005,Meru,"Co-operative Bank of Kenya Limited, Meru",12,Meru
11,Co-operative Bank of Kenya Limited,11 006,Nakuru,"Co-operative Bank of Kenya Limited, Nakuru",32,Nakuru
11,Co-operative Bank of Kenya Limited,11 007,Industrial Area,"Co-operative Bank of Kenya Limited, Industrial Area",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 008,Kisii,"Co-operative Bank of Kenya Limited, Kisii",45,Kisii
11,Co-operative Bank of Kenya Limited,11 009,Machakos,"Co-operative Bank of Kenya Limited, Machakos",16,Machakos
11,Co-operative Bank of Kenya Limited,11 010,Nyeri,"Co-operative Bank of Kenya Limited, Nyeri",19,Nyeri
11,Co-operative Bank of Kenya Limited,11 011,Ukulima,"Co-operative Bank of Kenya Limited, Ukulima",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 012,Kerugoya,"Co-operative Bank of Kenya Limited, Kerugoya",20,Kirinyaga
11,Co-operative Bank of Kenya Limited,11 013,Eldoret,"Co-operative Bank of Kenya Limited, Eldoret",27,Uasin Gishu
11,Co-operative Bank of Kenya Limited,11 014,Moi Avenue,"Co-operative Bank of Kenya Limited, Moi Avenue",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 015,Naivasha,"Co-operative Bank of Kenya Limited, Naivasha",32,Nakuru
11,Co-operative Bank of Kenya Limited,11 017,Nyahururu,"Co-operative Bank of Kenya Limited, Nyahururu",31,Laikipia
11,Co-operative Bank of Kenya Limited,11 018,Chuka,"Co-operative Bank of Kenya Limited, Chuka",13,Tharaka-Nithi
11,Co-operative Bank of Kenya Limited,11 019,Wakulima Market,"Co-operative Bank of Kenya Limited, Wakulima Market",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 062,Zimmerman,"Co-operative Bank of Kenya Limited, Zimmerman",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 063,Kenyatta Avenue Nakuru,"Co-operative Bank of Kenya Limited, Kenyatta Avenue Nakuru",32,Nakuru
11,Co-operative Bank of Kenya Limited,11 064,Kitengela,"Co-operative Bank of Kenya Limited, Kitengela",16,Machakos
11,Co-operative Bank of Kenya Limited,11 065,Aga Khan Walk,"Co-operative Bank of Kenya Limited, Aga Khan Walk",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 066,Narok,"Co-operative Bank of Kenya Limited, Narok",33,Narok
11,Co-operative Bank of Kenya Limited,11 067,Kitui,"Co-operative Bank of Kenya Limited, Kitui",15,Kitui
11,Co-operative Bank of Kenya Limited,11 068,Nanyuki,"Co-operative Bank of Kenya Limited, Nanyuki",31,Laikipia
11,Co-operative Bank of Kenya Limited,11 069,Embakasi,"Co-operative Bank of Kenya Limited, Embakasi",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 070,Kibera,"Co-operative Bank of Kenya Limited, Kibera",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 071,Siakago,"Co-operative Bank of Kenya Limited, Siakago",14,Embu
11,Co-operative Bank of Kenya Limited,11 072,Kapsabet,"Co-operative Bank of Kenya Limited, Kapsabet",29,Nandi
11,Co-operative Bank of Kenya Limited,11 073,Mbita,"Co-operative Bank of Kenya Limited, Mbita",43,Homa Bay
11,Co-operative Bank of Kenya Limited,11 074,Kangemi,"Co-operative Bank of Kenya Limited, Kangemi",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 075,Dandora,"Co-operative Bank of Kenya Limited, Dandora",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 076,Kajiado,"Co-operative Bank of Kenya Limited, Kajiado",34,Kajiado
11,Co-operative Bank of Kenya Limited,11 077,Tala,"Co-operative Bank of Kenya Limited, Tala",16,Machakos
11,Co-operative Bank of Kenya Limited,11 078,Gikomba,"Co-operative Bank of Kenya Limited, Gikomba",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 079,River Road,"Co-operative Bank of Kenya Limited, River Road",47,Nairobi County
11,Co-operative Bank of Kenya Limited,11 080,Nyamira,"Co-operative Bank of Kenya Limited, Nyamira",46,Nyamira
11,Co-operative Bank of Kenya Limited,11 081,Garisa,"Co-operative Bank of Kenya Limited, Garisa",07,Garissa
11,Co-operative Bank of Kenya Limited,11 082,Bomet,"Co-operative Bank of Kenya Limited, Bomet",36,Bomet
11,Co-operative Bank of Kenya Limited,11 189,Eldama Ravine,"Co-operative Bank of Kenya Limited, Eldama Ravine",30,Baringo
11,Co-operative Bank of Kenya Limited,11 181,Isibania Branch,"Co-operative Bank of Kenya Limited, Isibania Branch",44,Migori
11,Co-operative Bank of Kenya Limited,11 184,Naromoru Branch,"Co-operative Bank of Kenya Limited, Naromoru Branch",19,Nyeri
11,Co-operative Bank of Kenya Limited,11 186,Eldoret Airport Road,"Co-operative Bank of Kenya Limited, Eldoret Airport Road",27,Uasin Gishu
11,Co-operative Bank of Kenya Limited,11 175,Matuu,"Co-operative Bank of Kenya Limited, Matuu",16,Machakos
11,Co-operative Bank of Kenya Limited,11 171,Bamburi Branch,"Co-operative Bank of Kenya Limited, Bamburi Branch",01,Mombasa
11,Co-operative Bank of Kenya Limited,11 165,Chogoria,"Co-operative Bank of Kenya Limited, Chogoria",13,Tharaka-Nithi
